#,,,,,
8.32E+17,0.033098977,0.032591677,0.029513498,0.025127753,0.025127753
1.00E+18,0.034564188,0.034263905,0.031515369,0.027194004,0.027194004
1.20E+18,0.036084079,0.035994111,0.033548032,0.029394377,0.029394377
1.45E+18,0.037666548,0.037786849,0.035607236,0.031716837,0.031716837
1.74E+18,0.039321268,0.039645387,0.037696903,0.034141707,0.034141707
2.09E+18,0.041058218,0.041571868,0.039826823,0.036644868,0.036644868
2.51E+18,0.042886243,0.04356738,0.04200939,0.039203485,0.039203485
3.02E+18,0.044812293,0.045631985,0.04425683,0.041801975,0.041801975
3.63E+18,0.046841487,0.047764788,0.046579565,0.044435446,0.044435446
4.37E+18,0.048977667,0.049964264,0.048985589,0.047109306,0.047109306
5.25E+18,0.051224076,0.052229058,0.051480467,0.049835967,0.049835967
6.31E+18,0.053583892,0.054559473,0.054067544,0.052630728,0.052630728
7.59E+18,0.05606056,0.056959496,0.056748125,0.055508454,0.055508454
9.12E+18,0.058657961,0.059438682,0.05952155,0.058481661,0.058481661
1.10E+19,0.061380474,0.062012702,0.062385249,0.061559768,0.061559768
1.32E+19,0.064232976,0.06470171,0.065335011,0.064749004,0.064749004
1.58E+19,0.067220824,0.067526923,0.068365843,0.068052526,0.068052526
1.91E+19,0.070349827,0.070507062,0.071473865,0.07147047,0.07147047
2.29E+19,0.073626223,0.073656304,0.074659362,0.074999929,0.074999929
2.75E+19,0.077056658,0.076984227,0.077930394,0.078634999,0.078634999
3.31E+19,0.080648172,0.080497074,0.081305273,0.08236734,0.08236734
3.98E+19,0.084408189,0.084199363,0.084811924,0.086187865,0.086187865
4.79E+19,0.088344515,0.088095201,0.088483503,0.090090124,0.090090124
5.75E+19,0.092465327,0.09218911,0.092352095,0.094075315,0.094075315
6.92E+19,0.09677917,0.096486429,0.09644362,0.098157432,0.098157432
8.32E+19,0.101294956,0.100993445,0.100775924,0.102365694,0.102365694
1.00E+20,0.106021957,0.105717366,0.105359855,0.106741694,0.106741694
